title,start,end,location,description,event_type,source_file
Shopee Quiz Season 4 7 August 8:30PM,2019-08-07 12:50:00+00:00,2019-08-07 13:30:00+00:00,,https://shopee.co.th/m/shopee-quiz-season-4,personal,calendar_personal.ics
สอบ Final Glob Int Econ,2020-05-08 01:30:00+00:00,2020-05-08 04:30:00+00:00,,,personal,calendar_personal.ics
สอบ Sport,2021-11-22 07:45:00+00:00,2021-11-22 10:15:00+00:00,,,personal,calendar_personal.ics
Vortrag ภาษาพูด,2017-10-18 06:00:00+00:00,2017-10-18 09:00:00+00:00,,,personal,calendar_personal.ics
Vorstellungsgespräch,2022-11-04 11:00:00+00:00,2022-11-04 12:00:00+00:00,"KING's HOTEL First Class
Dachauer Straße 13, 80335 Munich, Germany",,personal,calendar_personal.ics
นัดหมอ Depression Praxis Dr. Medwed,2022-05-25 08:10:00+00:00,2022-05-25 09:10:00+00:00,"Ostendstraße 69
Stuttgart, Deutschland",,personal,calendar_personal.ics
Reservation for 3 at Above Eleven,2018-10-24 11:00:00+00:00,2018-10-24 13:00:00+00:00,38/8 Sukhumvit Soi 11.38/8 Sukhumvit Soi 11,38/8 Sukhumvit Soi 11.38/8 Sukhumvit Soi 11 083-542-1111,personal,calendar_personal.ics
Termin beim Hausarzt (EKG),2025-04-28 08:00:00+00:00,2025-04-28 09:00:00+00:00,"Grashofstraße 9A
Munich, Germany",,personal,calendar_personal.ics
นัดหมอ Hausarzt,2022-04-21 08:50:00+00:00,2022-04-21 09:50:00+00:00,"Asangstraße 202
Stuttgart, Deutschland",,personal,calendar_personal.ics
Pflege für Meldy,2023-02-10 08:00:00+00:00,2023-02-10 10:00:00+00:00,"Jelena‘s Hundesalon
Josef-Frankl-Straße 58A, 80995 Munich, Germany",,personal,calendar_personal.ics
เรียนทำผม,2018-03-31 03:00:00+00:00,2018-03-31 06:00:00+00:00,เวิ้งโบราณ,,personal,calendar_personal.ics
[Shopee Flash Sale]Xiaomi Deerma 5L Air Humidifier เครื่องเพิ่มความชื้น เครื่องพ่นปรับอากาศแบบไอเย็น,2019-12-13 09:00:00+00:00,2019-12-13 11:00:00+00:00,,shopeeth://home?navRoute=eyJwYXRocyI6W3sid2ViTmF2Ijp7InVybCI6Imh0dHBzOi8vc2hvcGVlLmNvLnRoL2ZsYXNoX3NhbGVzP3Byb21vdGlvbklkPTIwMDA1NDYyNzYmZnJvbU5vdGlmaWNhdGlvbj10cnVlJmZyb21faXRlbT0yNzkxMTUwMjc2In19XX0%3D,personal,calendar_personal.ics
นัดหมอ Lupus,2022-05-02 10:00:00+00:00,2022-05-02 11:00:00+00:00,Seelbergstraße 11 70372 Stuttgart - Bad Canstatt,Rheumatologische Schwerpunktpraxis bei Frau Dr. Sonn. Bring eine Überweisung mit!!,personal,calendar_personal.ics
Termin - Frau Dr. Fowzya Aljuaid,2025-10-01 07:24:00+00:00,2025-10-01 07:36:00+00:00,"Leopoldstraße 85, 80802 München","Zugangsinformationen:
* Ohne Aufzug
* Kein barrierefreier Zugang

Sonstige Informationen:
* Eingang links am Haus. Öffentlicher Parkplatz gegenüber.
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/5WQW3s5y

Über Doctolib",personal,calendar_personal.ics
Termin beim Lungenarzt,2024-07-02 07:40:00+00:00,2024-07-02 08:40:00+00:00,"Sendlinger-Tor-Platz 7
München, Deutschland",,personal,calendar_personal.ics
Meeting with Karla Maryed Blanco Rodríguez,2025-12-15 12:00:00+00:00,2025-12-15 12:30:00+00:00,,,personal,calendar_personal.ics
Termin für Lupus,2025-01-14 08:00:00+00:00,2025-01-14 09:00:00+00:00,Tal 12 80331 Munich Germany,Kann früher kommen (hat mit Dr. Schalm Bescheid gesagt wegen Studium),personal,calendar_personal.ics
Besprechungsgespäch bei Sükriye,2021-12-04 07:00:00+00:00,2021-12-04 07:30:00+00:00,"Kronenstraße 32
Stuttgart, Deutschland",,personal,calendar_personal.ics
Vorstellungsgespräch Diätassistentin,2021-03-29 09:00:00+00:00,2021-03-29 10:00:00+00:00,Neuendettelsau,,personal,calendar_personal.ics
Termin für Makeup K.Jichanon,2024-07-20 08:00:00+00:00,2024-07-20 09:00:00+00:00,"Waldhaus Zur Alten Tram
Riedweg 41, 82064 Straßlach-Dingharting, Deutschland",,personal,calendar_personal.ics
Flight: AY 1402 from MUC to HEL,2023-11-27 09:30:00+00:00,2023-11-27 12:10:00+00:00,"Munich Airport
Nordallee 25, 85356 München-Flughafen, Germany",Confirmation Code: SXA9TE,personal,calendar_personal.ics
นัดหมอ Lupus,2022-07-11 10:00:00+00:00,2022-07-11 11:00:00+00:00,Seelbergstraße 11 70372 Stuttgart - Bad Canstatt,Rheumatologische Schwerpunktpraxis bei Frau Dr. Sonn. Bring eine Überweisung mit!!,personal,calendar_personal.ics
Termin bei Psychiater,2024-07-18 08:00:00+00:00,2024-07-18 09:00:00+00:00,"KIRINUS Praxis Rotkreuzplatz
Rotkreuzplatz 1, 80634 Munich, Germany",,personal,calendar_personal.ics
สอบ final Ger Civ,2018-11-27 02:30:00+00:00,2018-11-27 05:30:00+00:00,,,personal,calendar_personal.ics
Ambulante Psychotherapie,2025-05-05 07:00:00+00:00,2025-05-05 08:00:00+00:00,"Psychotherapeutische Ambulanz Der Avm Ggmbh
Kaiserstraße 14, 80801 Munich, Germany",,personal,calendar_personal.ics
Makeup for K.รัฐ,2020-09-30 22:00:00+00:00,2020-10-01 00:00:00+00:00,,,personal,calendar_personal.ics
Termin beim Tierarzt,2023-02-04 10:00:00+00:00,2023-02-04 11:00:00+00:00,"Tierarztpraxis Dr Boeck
Schneeglöckchenstraße 9, 80995 München, Deutschland",,personal,calendar_personal.ics
ชด Syntax,2020-02-26 09:00:00+00:00,2020-02-26 11:00:00+00:00,501/2,,personal,calendar_personal.ics
สอบ final Econ I,2017-12-12 03:00:00+00:00,2017-12-12 05:00:00+00:00,,,personal,calendar_personal.ics
Ambulante Psychotherapie,2025-08-04 08:00:00+00:00,2025-08-04 09:00:00+00:00,"Psychotherapeutische Ambulanz Der Avm Ggmbh
Kaiserstraße 14, 80801 Munich, Germany",,personal,calendar_personal.ics
Flight to Munich,2024-05-20 19:15:00+00:00,2024-05-21 07:55:00+00:00,,,personal,calendar_personal.ics
นัดคุยงาน Psy Life Work,2018-03-14 10:00:00+00:00,2018-03-14 11:00:00+00:00,,,personal,calendar_personal.ics
Goethe-Prüfung B2,2021-03-08 07:30:00+00:00,2021-03-08 16:30:00+00:00,"Goethe Institut
18/1 ซอยเกอเธ่ สาทร 1, ทุ่งมหาเมฆ, กรุงเทพมหานคร 10120, ประเทศไทย",,personal,calendar_personal.ics
Goethe-Prüfung B2,2021-01-20 08:00:00+00:00,2021-01-20 17:00:00+00:00,"Goethe-Institut Freiburg
Wilhelmstraße 17, 79098 Freiburg im Breisgau, Deutschland",,personal,calendar_personal.ics
ME'NOIA Kennenlerngespräch ,2023-11-17 10:45:00+00:00,2023-11-17 11:15:00+00:00,Microsoft Teams Meeting,"


________________________________________________________________________________
Microsoft Teams-Besprechung
Nehmen Sie auf dem Computer, in der mobilen App oder im Raumgerät teil
Hier klicken, um an der Besprechung teilzunehmen<https://teams.microsoft.com/l/meetup-join/19%3ameeting_NzI4YWY0ODctMzlkNy00MmUyLWE4MjAtMjliYzk2ZGEyODFi%40thread.v2/0?context=%7b%22Tid%22%3a%222388d053-66ea-4110-bad6-ddc5caa7f3c5%22%2c%22Oid%22%3a%22d379c78a-86c6-4b4c-9ea5-683d0adeb41e%22%7d>
Besprechungs-ID: 384 267 945 556
Passcode: bZBL7F
Teams herunterladen<https://www.microsoft.com/en-us/microsoft-teams/download-app> | Im Web beitreten<https://www.microsoft.com/microsoft-teams/join-a-meeting>
Weitere Infos<https://aka.ms/JoinTeamsMeeting> | Besprechungsoptionen<https://teams.microsoft.com/meetingOptions/?organizerId=d379c78a-86c6-4b4c-9ea5-683d0adeb41e&tenantId=2388d053-66ea-4110-bad6-ddc5caa7f3c5&threadId=19_meeting_NzI4YWY0ODctMzlkNy00MmUyLWE4MjAtMjliYzk2ZGEyODFi@thread.v2&messageId=0&language=de-DE>
________________________________________________________________________________
",personal,calendar_personal.ics
Termin bei Psychiater,2023-01-05 10:20:00+00:00,2023-01-05 11:20:00+00:00,"KIRINUS Praxis Rotkreuzplatz
Rotkreuzplatz 1, 80634 Munich, Germany",,personal,calendar_personal.ics
Ambulante Psychotherapie,2025-06-16 12:00:00+00:00,2025-06-16 13:00:00+00:00,"Psychotherapeutische Ambulanz Der Avm Ggmbh
Kaiserstraße 14, 80801 Munich, Germany",,personal,calendar_personal.ics
Termin bei Herr Dr. Vahan Agekian,2025-02-06 08:45:00+00:00,2025-02-06 09:00:00+00:00,"Josef-Frankl-Straße 26, 80995 München","Zugangsinformationen:
* In Stock Erdgeschoss
* Ohne Aufzug
* Barrierefreier Zugang
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/qTBMR2R5

Über Doctolib",personal,calendar_personal.ics
Cool Sculpting,2021-03-13 04:00:00+00:00,2021-03-13 05:00:00+00:00,Amber Clinic,,personal,calendar_personal.ics
Wirtshaus Lautenschlager,2025-12-26 17:15:00+00:00,2025-12-26 19:15:00+00:00,"Lautenschlagerstraße 24  Stuttgart, BW Deutschland 70173","Wirtshaus Lautenschlager
Freitag, 26. Dezember 2025 um 18:15
Wirthausfeeling modern interpretiert.

Bitte beachten Sie, dass wir keine Reservierungen auf unseren Terrassen vornehmen!
0711 25241260
Wir kommen vielleicht mit unserem Hund
https://www.google.com/maps/search/?api=1&query=48.7808453%2C9.177626
",personal,calendar_personal.ics
กินข้าวกับสายรหัส,2018-04-09 10:30:00+00:00,2018-04-09 11:30:00+00:00,,,personal,calendar_personal.ics
Photoshoot,2023-06-16 08:00:00+00:00,2023-06-16 15:00:00+00:00,"Amalienstraße 21
München, Deutschland",,personal,calendar_personal.ics
Termin bei Herr Magid May,2024-04-18 14:30:00+00:00,2024-04-18 14:45:00+00:00,"Hanauer Straße 56, 80992 München","Zugangsinformationen:
* In Stock 3.OG mit Fahrstuhl
* Mit Fahrstuhl
* Barrierefreier Zugang

Sonstige Informationen:
* Vorderhaus 3.O.G.
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/zWeHxamr

Über Doctolib",personal,calendar_personal.ics
จี้ไฝ,2024-05-18 07:15:00+00:00,2024-05-18 08:15:00+00:00,Dr. Nooch Clinic,,personal,calendar_personal.ics
Termin bei Frau Franziska Winter,2024-03-14 12:40:00+00:00,2024-03-14 12:50:00+00:00,"Rosental 10, 80331 München","Zugangsinformationen:
* In Stock 1.OG mit Fahrstuhl
* Mit Fahrstuhl
* Barrierefreier Zugang
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/45149MsH

Über Doctolib",personal,calendar_personal.ics
Mgrl Econ Workshop #3,2018-04-18 06:00:00+00:00,2018-04-18 09:00:00+00:00,,,personal,calendar_personal.ics
Flight: AY 145 from HEL to BKK,2023-11-27 14:35:00+00:00,2023-11-28 02:10:00+00:00,"Helsinki Airport
Lentoasemantie 1, 01530 Vantaa, Finland",Confirmation Code: SXA9TE,personal,calendar_personal.ics
สอบกลางภาค Adv. Ger II,2018-03-13 01:00:00+00:00,2018-03-13 02:00:00+00:00,,,personal,calendar_personal.ics
Termin mit Arbeitsagentur (online),2024-02-01 09:30:00+00:00,2024-02-01 10:30:00+00:00,,,personal,calendar_personal.ics
สอนพี่ดาว,2024-06-07 06:30:00+00:00,2024-06-07 07:30:00+00:00,,,personal,calendar_personal.ics
Termin bei Psychiater,2025-07-16 12:30:00+00:00,2025-07-16 13:30:00+00:00,Klinikum rechts der Isar,,personal,calendar_personal.ics
Interviewsgespräch bei Parkdepot,2023-06-09 14:00:00+00:00,2023-06-09 14:15:00+00:00,,,personal,calendar_personal.ics
สอบ Lernfeld 4,2021-11-24 11:00:00+00:00,2021-11-24 12:00:00+00:00,,"Thema: Beratung, Gesichtformen, Körperformen, Stylingprodukte, Produktempfehlung, Kundentypen",personal,calendar_personal.ics
Bildungsgutschein,2023-06-06 06:00:00+00:00,2023-06-06 07:00:00+00:00,"Agentur für Arbeit
Kapuzinerstraße 26, 80337 München, Deutschland",,personal,calendar_personal.ics
สอบ Midterm Syntax,2020-03-10 02:00:00+00:00,2020-03-10 03:00:00+00:00,,,personal,calendar_personal.ics
Haarfärbung,2021-12-07 14:30:00+00:00,2021-12-07 17:00:00+00:00,"Kronenstraße 32
Stuttgart, Deutschland",,personal,calendar_personal.ics
ไม่มีเรียน Ger Tour II,2019-11-07 06:00:00+00:00,2019-11-07 09:00:00+00:00,,,personal,calendar_personal.ics
Ambulante Psychotherapie,2025-05-19 13:00:00+00:00,2025-05-19 14:00:00+00:00,"Psychotherapeutische Ambulanz Der Avm Ggmbh
Kaiserstraße 14, 80801 Munich, Germany",,personal,calendar_personal.ics
"Regerat: die Räuber, Werther",2018-09-28 02:00:00+00:00,2018-09-28 05:00:00+00:00,,,personal,calendar_personal.ics
[Shopee Flash Sale]ผ้าห่มนาโน 3 ฟุต มี 12 สี (รุ่นหนาพิเศษ) 100 x 160 ซม.,2019-12-12 14:00:00+00:00,2019-12-12 17:00:00+00:00,,shopeeth://home?navRoute=eyJwYXRocyI6W3sid2ViTmF2Ijp7InVybCI6Imh0dHBzOi8vc2hvcGVlLmNvLnRoL2ZsYXNoX3NhbGVzP3Byb21vdGlvbklkPTIwMDA0OTc0MjEmZnJvbU5vdGlmaWNhdGlvbj10cnVlJmZyb21faXRlbT00ODc3MzkyMjYifX1dfQ%3D%3D,personal,calendar_personal.ics
เตรียมดูที่ฝึกงาน Exxon,2018-08-31 00:00:00+00:00,2018-09-01 00:00:00+00:00,,,personal,calendar_personal.ics
ทำฟัน,2025-09-17 06:30:00+00:00,2025-09-17 07:30:00+00:00,,,personal,calendar_personal.ics
Ambulante Psychotherapie,2025-09-29 11:30:00+00:00,2025-09-29 12:30:00+00:00,"Psychotherapeutische Ambulanz Der Avm Ggmbh
Kaiserstraße 14, 80801 Munich, Germany",,personal,calendar_personal.ics
Schminken,2024-02-23 08:00:00+00:00,2024-02-23 09:00:00+00:00,,,personal,calendar_personal.ics
Termin beim Hausarzt,2025-01-10 07:00:00+00:00,2025-01-10 08:00:00+00:00,,Blutabnahme,personal,calendar_personal.ics
นัดหมอ Depression Praxis Dr. Medwed,2022-05-03 13:50:00+00:00,2022-05-03 14:50:00+00:00,"Ostendstraße 69
Stuttgart, Deutschland",,personal,calendar_personal.ics
Termin beim Lungenarzt,2025-10-01 09:00:00+00:00,2025-10-01 10:00:00+00:00,"Sendlinger-Tor-Platz 7
München, Deutschland",,personal,calendar_personal.ics
[Shopee Flash Sale]Cosluxe ดินสอเขียนคิ้ว สูตรกันน้ำ  Cosluxe Slimbrow Pencil  5 สี,2019-12-13 05:00:00+00:00,2019-12-13 07:00:00+00:00,,shopeeth://home?navRoute=eyJwYXRocyI6W3sid2ViTmF2Ijp7InVybCI6Imh0dHBzOi8vc2hvcGVlLmNvLnRoL2ZsYXNoX3NhbGVzP3Byb21vdGlvbklkPTIwMDA0NjE0ODYmZnJvbU5vdGlmaWNhdGlvbj10cnVlJmZyb21faXRlbT0yMTAzNjg0NjU4In19XX0%3D,personal,calendar_personal.ics
"1. Impfung (BioNtech), Impfzentrum Robert-Bosch-Krankenhaus Biontech",2021-08-11 12:30:00+00:00,2021-08-11 12:35:00+00:00,"Auerbachstraße 110, 70376 Stuttgart, DE",,personal,calendar_personal.ics
Ted‘s Birthday,2019-08-15 00:00:00+00:00,2019-08-16 00:00:00+00:00,,,personal,calendar_personal.ics
นัดหมอ Hausarzt,2022-06-13 14:50:00+00:00,2022-06-13 15:50:00+00:00,"Asangstraße 202
Stuttgart, Deutschland",,personal,calendar_personal.ics
Ihr Termin bei der Agentur für Arbeit München,2023-05-23 08:50:00+00:00,2023-05-23 09:05:00+00:00,Kapuzinerstr. 26,"Persönliche Arbeitslosmeldung: Bitte bringen Sie zum Termin ein Ausweisdokument (z.B. Personalausweis oder Reisepass), sowie ergänzend ggf. eine Meldebescheinigung mit. Halten Sie des Weiteren Ihre Sozialversicherungsnummer bereit. Gegebenenfalls auch einen Nachweis über Ihren Aufenthaltsstatus. Bei erstmaliger Anmeldung bei der Agentur für Arbeit benötigen wir zusätzlich Angaben zu Ihrem bisherigen Lebenslauf. Es besteht die Pflicht zum Tragen einer medizinischen Maske im gesamten Gebäude. Bitte beachten Sie außerdem die aktuell geltenden Hygienevorschriften vor Ort.

Bitte nutzen Sie am Haupteingang Kapuzinerstraße 26 den Eingang für Kunden mit Termin und gehen Sie direkt in den Wartebereich ""blau"" im ersten Obergeschoss bei Aufzug C. Nehmen Sie dort Platz, Sie werden pünktlich zum Termin aufgerufen.

Sie schaffen es nicht zum Termin?
Online gebuchte Termine können Sie direkt aus Ihrer Terminübersicht (https://web.arbeitsagentur.de/portal/termine/pd/) heraus absagen oder verschieben.

Mit freundlichen Grüßen

Ihre Agentur für Arbeit München",personal,calendar_personal.ics
"Termin bei Wohnstätte, Krefeld",2022-06-27 13:45:00+00:00,2022-06-27 14:45:00+00:00,Peterstraße 121,,personal,calendar_personal.ics
Ohrlochstechen,2021-11-03 11:00:00+00:00,2021-11-03 12:00:00+00:00,Königstr. 48/Gymnasiumstr. 1 70173 Stuttgart,Ohrlochstechen,personal,calendar_personal.ics
Impfung,2023-11-21 10:15:00+00:00,2023-11-21 11:15:00+00:00,"Rheumatologie im Zentrum
Tal 12, 80331 Munich, Germany",,personal,calendar_personal.ics
Ambulante Psychotherapie,2025-04-24 07:30:00+00:00,2025-04-24 08:30:00+00:00,"Psychotherapeutische Ambulanz Der Avm Ggmbh
Kaiserstraße 14, 80801 Munich, Germany",,personal,calendar_personal.ics
ทำใบขับขี่สากล,2023-12-06 03:00:00+00:00,2023-12-06 04:00:00+00:00,"สำนักงานขนส่งกรุงเทพมหานครพื้นที่ 5
1032 ถนนพหลโยธิน, แขวงจอมพล เขตจตุจักร , กรุงเทพมหานคร 10900, ประเทศไทย",,personal,calendar_personal.ics
Intro Ger Lit: Abschlussklausur,2018-11-30 02:00:00+00:00,2018-11-30 05:00:00+00:00,,,personal,calendar_personal.ics
Termin bei ambulante Therapie,2025-01-13 09:00:00+00:00,2025-01-13 10:00:00+00:00,Klinikum rechts der Isar,,personal,calendar_personal.ics
สอบ Politik,2021-11-24 12:00:00+00:00,2021-11-24 13:00:00+00:00,,,personal,calendar_personal.ics
ambulante Termin,2024-11-06 09:00:00+00:00,2024-11-06 10:00:00+00:00,Klinikum rechts der Isar,,personal,calendar_personal.ics
นัดหมอ Lupus,2022-01-31 11:30:00+00:00,2022-01-31 12:30:00+00:00,Seelbergstraße 11 70372 Stuttgart - Bad Canstatt,Rheumatologische Schwerpunktpraxis bei Frau Dr. Sonn. Bring eine Überweisung mit!!,personal,calendar_personal.ics
Midterm Mgrl Econ,2018-03-07 06:00:00+00:00,2018-03-07 09:00:00+00:00,,,personal,calendar_personal.ics
Meldys Termin für Friseur,2024-04-12 10:00:00+00:00,2024-04-12 11:00:00+00:00,,,personal,calendar_personal.ics
ทำงาน YFU,2018-04-01 02:00:00+00:00,2018-04-01 09:30:00+00:00,Pullman Bangkok King Power,,personal,calendar_personal.ics
(Online) Beratungstermin bei Frau Mackenburg,2025-02-18 08:50:00+00:00,2025-02-18 09:50:00+00:00,,,personal,calendar_personal.ics
Korean pub,2019-01-15 14:00:00+00:00,2019-01-15 16:00:00+00:00,Pocha Ekkamai,,personal,calendar_personal.ics
กลับเยอรมัน,2025-09-18 07:05:00+00:00,2025-09-18 08:05:00+00:00,,,personal,calendar_personal.ics
Final Adv. Ger II,2018-05-01 01:00:00+00:00,2018-05-01 04:00:00+00:00,,,personal,calendar_personal.ics
Flight: AY 1405 from HEL to MUC,2023-12-20 14:20:00+00:00,2023-12-20 16:55:00+00:00,"Helsinki Airport
Lentoasemantie 1, 01530 Vantaa, Finland",Confirmation Code: SXA9TE,personal,calendar_personal.ics
Wedding Makeup,2024-06-15 08:00:00+00:00,2024-06-15 11:00:00+00:00,"Schloss Hotel Korb
Strada Castel d'Appiano 5, 39057 Appiano sulla Strada del Vino BZ, Italia",,personal,calendar_personal.ics
Termin bei der Hausärztin,2023-03-29 06:00:00+00:00,2023-03-29 07:00:00+00:00,"Grashofstraße 9A
Munich, Germany",Noch keinen Frühstück essen. ,personal,calendar_personal.ics
Termin bei Frau Dr. Julia Wallenborn,2025-09-29 07:00:00+00:00,2025-09-29 07:30:00+00:00,"Franz-Schrank-Straße 2 Neuhausen-Nymphenburg, 80638 München","Zugangsinformationen:
* In Stock 4.OG mit Fahrstuhl
* Mit Fahrstuhl
* Barrierefreier Zugang
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/j2vU4RVG

Über Doctolib",personal,calendar_personal.ics
แว๊กซ์บราซิลเลียน,2020-01-04 03:00:00+00:00,2020-01-04 04:00:00+00:00,,,personal,calendar_personal.ics
Termin für Lungenarzt,2025-01-21 09:00:00+00:00,2025-01-21 10:00:00+00:00,,,personal,calendar_personal.ics
Termin bei Rheumatloge,2022-12-08 08:30:00+00:00,2022-12-08 09:30:00+00:00,"Rheumatologie im Zentrum
Tal 12, 80331 Munich, Germany",,personal,calendar_personal.ics
Termin bei Dr. med. Andrea Stöferle,2023-04-13 11:20:00+00:00,2023-04-13 11:40:00+00:00,"Richard-Strauss-Straße 101, 81679 München","Zugangsinformationen:
* Mit Fahrstuhl
* Barrierefrei
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/RQFfCgd4

Über Doctolib",personal,calendar_personal.ics
สอบ final thai pro write,2019-05-10 01:30:00+00:00,2019-05-10 04:30:00+00:00,,,personal,calendar_personal.ics
Vorstellungsgespräch Diätassistentin (würzburg),2021-03-23 10:00:00+00:00,2021-03-23 11:00:00+00:00,,,personal,calendar_personal.ics
Termin bei Frau Katharina Radig,2025-02-05 12:30:00+00:00,2025-02-05 13:20:00+00:00,"Sendlinger-Tor-Platz 7, 80336 München","Zugangsinformationen:
* In Stock 4.OG mit Fahrstuhl
* Mit Fahrstuhl
* Kein barrierefreier Zugang

Sonstige Informationen:
* Psychotherapie 2 OG
* Allgemeinmedizin/ Neurologie 4 0G
* Psychiater 6 OG 
* 
* Eingang Pettenkoferstraße der Eingang befindet sich direkt neben der Marienapotheke.
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/UogxWK5s

Über Doctolib",personal,calendar_personal.ics
Termin bei Zahnarzt,2023-03-16 10:00:00+00:00,2023-03-16 11:30:00+00:00,"Zahnarztpraxis
Josef-Frankl-Straße 26, 80995 München, Deutschland",,personal,calendar_personal.ics
Termin bei Ricardo Nino,2024-01-09 10:20:00+00:00,2024-01-09 10:35:00+00:00,"Possartstraße 27, 81679 München","Zugangsinformationen:
* In Stock 1.OG ohne Aufzug

* Ohne Aufzug
* Kein barrierefreier Zugang
Um Ihren Termin abzusagen oder zu verschieben, klicken Sie auf den folgenden Link :
https://www.doctolib.de/sessions/anonymous/sbjzEKz1

Über Doctolib",personal,calendar_personal.ics
Ausländerbehörde,2023-06-20 07:15:00+00:00,2023-06-20 08:15:00+00:00,,,personal,calendar_personal.ics
นัดประชุมเอก,2018-12-19 02:00:00+00:00,2018-12-19 05:00:00+00:00,,,personal,calendar_personal.ics
Telc C1 schriftliche Prüfung,2025-12-13 08:00:00+00:00,2025-12-13 11:45:00+00:00,"STUDIO ITALIANO
Franz-Joseph-Straße 48, 80801 Munich, Germany",1. Stock,personal,calendar_personal.ics
Termin beim Frisuer,2022-06-07 09:00:00+00:00,2022-06-07 10:00:00+00:00,"FT-Haare
Otto-Hirsch-Brücken 4, 70329 Stuttgart, Deutschland",,personal,calendar_personal.ics
สอบ final pres day ger,2018-05-03 06:00:00+00:00,2018-05-03 07:00:00+00:00,,,personal,calendar_personal.ics
Beginn des Deutschkurs,2021-02-11 17:00:00+00:00,2021-02-11 19:15:00+00:00,,,personal,calendar_personal.ics
Ambulante Psychotherapie,2025-08-21 08:00:00+00:00,2025-08-21 09:00:00+00:00,"Psychotherapeutische Ambulanz Der Avm Ggmbh
Kaiserstraße 14, 80801 Munich, Germany",,personal,calendar_personal.ics
Termin beim Frisuer,2022-08-19 09:00:00+00:00,2022-08-19 10:00:00+00:00,"FT-Haare
Otto-Hirsch-Brücken 4, 70329 Stuttgart, Deutschland",,personal,calendar_personal.ics
เรียนชดเชย Intro Ger Transl,2018-11-09 09:00:00+00:00,2018-11-09 11:00:00+00:00,,,personal,calendar_personal.ics
นัดหมอ Kardiologe bei Kardiologe Dr. Tim zur Nieden ,2022-06-13 11:45:00+00:00,2022-06-13 12:45:00+00:00,"Königstraße 2
Stuttgart, Deutschland",เอา Überweisungsschein ไปด้วย,personal,calendar_personal.ics
ฉีดวัคซีนไข้หวัดใหญ่,2021-07-09 07:00:00+00:00,2021-07-09 10:00:00+00:00,โรงพยาบาลศิรินาฐ,,personal,calendar_personal.ics
เรียนชดเยอรดร.,2019-02-26 09:00:00+00:00,2019-02-26 12:00:00+00:00,MCS 601/17,,personal,calendar_personal.ics
Termin beim Hausarzt,2024-02-19 15:15:00+00:00,2024-02-19 16:15:00+00:00,,,personal,calendar_personal.ics
นัดหมอ Lupus,2025-07-11 08:45:00+00:00,2025-07-11 09:45:00+00:00,"Rheumatologie im Zentrum
Tal 12, 80331 Munich, Germany",Rheumatologische Schwerpunktpraxis bei Frau Dr. Sonn. Bring eine Überweisung mit!!,personal,calendar_personal.ics
Frühstück,2025-06-29 07:30:00+00:00,2025-06-29 08:30:00+00:00,"Geisha Am Gärtnerplatz
Corneliusstraße 2, 80469 Munich, Germany",,personal,calendar_personal.ics
Telc C1 mündliche Prüfung,2025-12-13 14:30:00+00:00,2025-12-13 16:45:00+00:00,"Sprachcaffe Sprachschule München
Karl-Theodor-Straße 93, 80796 Munich, Germany",,personal,calendar_personal.ics
ส่งวิดีโออัดเสียงพูดเยอรมัน,2019-03-25 00:00:00+00:00,2019-03-26 00:00:00+00:00,,,personal,calendar_personal.ics
Mgrl Econ - Group Presentation,2018-04-25 06:00:00+00:00,2018-04-25 09:00:00+00:00,,,personal,calendar_personal.ics
Termin bei ambulante Therapie,2025-02-10 09:30:00+00:00,2025-02-10 10:30:00+00:00,Klinikum rechts der Isar,,personal,calendar_personal.ics
สอบ Final Money Banking Fananical Market,2020-05-13 02:00:00+00:00,2020-05-13 05:00:00+00:00,,,personal,calendar_personal.ics
